Term,DAnalyst,DScientist,DArchitect,DEngineer,City,State
Pig,0,19.3548387097,0,0,Baltimore,MD
SPSS,2.63157894737,3.22580645161,0,0,Denver,CO
Tableau,12.1681415929,5.57768924303,12.5,2.41935483871,New York,NY
Perl,0,15.7894736842,0,0,Arlington,TX
SAS,10.0877192982,12.6482213439,0,1.75438596491,San Francisco,CA
MapReduce,1.21951219512,5.29100529101,6.54205607477,16.2162162162,Washington,DC
Java,8.52713178295,31.0880829016,33.3333333333,48.5148514851,San Jose,CA
Hive,1.76991150442,12.7490039841,14.1666666667,16.935483871,New York,NY
Hadoop,7.7519379845,30.0518134715,52.7777777778,58.4158415842,San Jose,CA
Flume,0,0,8.33333333333,0,Dallas,TX
Python,0,40,0,0,Chandler,AZ
Matlab,4.25531914894,10,0,0,Boulder,CO
SPSS,1.5873015873,3.33333333333,0,0,Aurora,CO
Tableau,14.4230769231,29.6296296296,5.55555555556,30,Garland,TX
HBase,0,0,0,16.6666666667,Columbus,OH
Tableau,1.35135135135,25,4.54545454545,0,St. Paul,MN
NoSQL,0,0,0,16.6666666667,Columbus,OH
Flume,0.242718446602,0,3.44827586207,1.49253731343,Newark,NJ
Ruby,0,11.1111111111,0,0,Garland,TX
D3.js,0,1.11111111111,0,0.609756097561,Oakland,CA
Matlab,1.99115044248,15.9362549801,0,2.41935483871,New York,NY
Hive,7.8125,44.4444444444,20.8333333333,30,Dallas,TX
Spark,0,9.67741935484,0,36.3636363636,Denver,CO
MongoDB,1.5306122449,3.00429184549,4.25531914894,1.52671755725,Fremont,CA
D3,0,3.22580645161,0,0,Philadelphia,PA
Spark,2.44897959184,27.7777777778,13.3333333333,37.8048780488,Oakland,CA
JavaScript,4.08163265306,9.62962962963,8.88888888889,8.53658536585,Oakland,CA
HBase,0,0,0,28.5714285714,Anaheim,CA
HBase,0,3.33333333333,0,42.8571428571,Boulder,CO
Flume,0.442477876106,0,6.66666666667,3.22580645161,New York,NY
Python,0,33.3333333333,0,0,Mesa,AZ
Scala,0.408163265306,8.51851851852,2.22222222222,24.3902439024,Oakland,CA
Pig,0,16.1290322581,6.66666666667,44.4444444444,Philadelphia,PA
Pig,6.73076923077,25.9259259259,22.2222222222,20,Garland,TX
Perl,0.729927007299,5.12820512821,2.12765957447,11.1111111111,Chicago,IL
Oozie,0.242718446602,0,1.72413793103,0,Newark,NJ
Java,1.10497237569,21.7391304348,23.0769230769,34.1463414634,Los Angeles,CA
SAS,13.5483870968,25.4901960784,0,11.4285714286,LongBeach,CA
Hadoop,0,50,66.6666666667,100,Glendale,AZ
Oozie,0,1.28205128205,2.12765957447,4.44444444444,Chicago,IL
Pig,0,4.34782608696,42.8571428571,100,St. Louis,MO
SPSS,2.85714285714,3.7037037037,0,1.21951219512,Oakland,CA
Cassandra,0,2.17391304348,7.69230769231,4.87804878049,Los Angeles,CA
NoSQL,0.892857142857,23.0769230769,35,0,Plano,TX
MongoDB,0.702576112412,4.58333333333,6.95652173913,14.2857142857,Jersey,NJ
Cassandra,0.242718446602,0.352112676056,9.48275862069,13.4328358209,Newark,NJ
Java,7.89473684211,16.1290322581,37.5,45.4545454545,Denver,CO
Oozie,0,0,0,3.57142857143,Boston,MA
R,6.57894736842,35.4838709677,50,9.09090909091,Denver,CO
SQL,39.5784543326,39.5833333333,53.9130434783,39.6825396825,Jersey,NJ
Hadoop,11.6071428571,38.4615384615,50,60,Plano,TX
MongoDB,0,6.25,11.1111111111,5,Austin,TX
Flume,0.367647058824,0.840336134454,0,0,Boston,MA
NoSQL,0.485436893204,9.15492957746,18.9655172414,26.1194029851,Newark,NJ
Shark,0,0,0,33.3333333333,Phoenix,AZ
Scala,1.31578947368,9.67741935484,0,18.1818181818,Denver,CO
Java,6.55737704918,18.75,31.3043478261,43.6507936508,Jersey,NJ
Java,5.40540540541,41.1764705882,20,100,SanDiego,CA
MapReduce,2.88461538462,29.6296296296,16.6666666667,30,Garland,TX
Shark,0,6.45161290323,0,10,Irving,TX
R,9.94475138122,45.652173913,11.5384615385,12.1951219512,Los Angeles,CA
Flume,0,0.858369098712,12.7659574468,3.0534351145,Fremont,CA
Perl,0,16.6666666667,0,0,Scottsdale,AZ
SAS,15.8088235294,21.0084033613,0,1.78571428571,Boston,MA
Cassandra,0.510204081633,1.71673819742,10.6382978723,12.213740458,Fremont,CA
SPSS,2.19298245614,3.55731225296,0,1.16959064327,San Francisco,CA
Hive,13.5135135135,31.25,38.8888888889,30,Austin,TX
Shark,0,0,0,12.5,Aurora,CO
D3,0,5.88235294118,0,0,SanDiego,CA
SPSS,4.08163265306,3.22580645161,0,0,Philadelphia,PA
Oozie,0,0,6.66666666667,0,Philadelphia,PA
Mahout,0,0.398406374502,1.66666666667,0,New York,NY
Shark,0,0.398406374502,0,0,New York,NY
SQL,40.7407407407,44.1176470588,45.4545454545,50,Anaheim,CA
C++,0.719424460432,16.2162162162,7.14285714286,0,Atlanta,GA
Perl,0,20,0,0,Gilbert,AZ
Scala,0,19.3548387097,18.1818181818,0,Irving,TX
SQL,44.8275862069,30.7692307692,50,0,Santa Ana,CA
MapReduce,0,7.14285714286,0,100,Irvine,CA
HBase,0,0,16.6666666667,20,Dallas,TX
Hadoop,0,33.3333333333,50,33.3333333333,Mesa,AZ
Hive,5.40540540541,23.5294117647,20,66.6666666667,SanDiego,CA
D3.js,0.689655172414,0,0,0,Irving,TX
SPSS,8.10810810811,0,0,0,SanDiego,CA
MapReduce,0,0,0,25,Scottsdale,AZ
SAS,8.10810810811,0,0,0,Austin,TX
Matlab,0,16.1290322581,0,0,Philadelphia,PA
JavaScript,7.89473684211,0,0,0,Gilbert,AZ
R,10.6382978723,36.6666666667,66.6666666667,0,Boulder,CO
Hadoop,5.1724137931,46.1538461538,25,100,Santa Ana,CA
Matlab,3.7037037037,20.5882352941,0,7.14285714286,Anaheim,CA
Java,18.9873417722,64.5161290323,8.33333333333,75,Baltimore,MD
Mahout,0,0,6.66666666667,22.2222222222,Philadelphia,PA
HBase,1.31578947368,3.22580645161,0,18.1818181818,Denver,CO
Tableau,12.7071823204,21.7391304348,15.3846153846,7.31707317073,Los Angeles,CA
Cassandra,2.34375,18.5185185185,16.6666666667,10,Dallas,TX
Shark,0,0,0,14.2857142857,Anaheim,CA
Scala,2.04081632653,11.5879828326,6.3829787234,13.7404580153,Fremont,CA
Matlab,3.44827586207,7.69230769231,0,0,Santa Ana,CA
Shark,0,0.858369098712,2.12765957447,1.52671755725,Fremont,CA
Matlab,1.29032258065,25.4901960784,0,2.85714285714,LongBeach,CA
Mahout,0,0,0,10,Dallas,TX
D3,0,2.17391304348,0,2.43902439024,Los Angeles,CA
Hive,3.59712230216,16.2162162162,3.57142857143,46.6666666667,Atlanta,GA
Scala,0,10.5263157895,0,0,Arlington,TX
Tableau,10.1694915254,21.0526315789,3.84615384615,0,Arlington,TX
Spark,0,8.69565217391,3.84615384615,36.5853658537,Los Angeles,CA
Hadoop,4.51612903226,35.2941176471,36,48.5714285714,LongBeach,CA
R,19.2307692308,36.8794326241,35.7142857143,18.75,Seattle,WA
Pig,0,23.5294117647,0,14.2857142857,Anaheim,CA
Cassandra,0,0,0,16.6666666667,Columbus,OH
Hive,4.25531914894,26.6666666667,0,42.8571428571,Boulder,CO
Ruby,0.552486187845,6.52173913043,3.84615384615,21.9512195122,Los Angeles,CA
SPSS,2.94117647059,10.0840336134,0,1.78571428571,Boston,MA
Hadoop,12.7118644068,52.6315789474,42.3076923077,33.3333333333,Arlington,TX
JavaScript,4.54545454545,0,0,0,Phoenix,AZ
HBase,0,3.7037037037,22.2222222222,20,Garland,TX
MapReduce,0.77519379845,5.18134715026,8.33333333333,17.8217821782,San Jose,CA
Excel,34.2105263158,0,0,0,Gilbert,AZ
SAS,20.1923076923,44.4444444444,0,0,Garland,TX
Cassandra,0,0,0,100,Chandler,AZ
Oozie,0,3.33333333333,6.66666666667,5.48780487805,Oakland,CA
Ruby,0,21.6216216216,0,13.3333333333,Atlanta,GA
SAS,7.93650793651,16.6666666667,6.66666666667,0,Aurora,CO
Cassandra,1.92307692308,0.709219858156,14.2857142857,6.25,Seattle,WA
ZooKeeper,0,6.45161290323,6.66666666667,22.2222222222,Philadelphia,PA
Spark,1.02040816327,9.67741935484,6.66666666667,55.5555555556,Philadelphia,PA
Pig,1.21359223301,8.80281690141,10.3448275862,14.1791044776,Newark,NJ
Ruby,1.94174757282,2.46478873239,1.72413793103,3.73134328358,Newark,NJ
SQL,28.125,0,0,33.3333333333,Columbus,OH
Hadoop,3.84615384615,34.7517730496,42.8571428571,40.1785714286,Seattle,WA
Python,4.05405405405,25,13.6363636364,0,St. Paul,MN
HBase,0,16.1290322581,0,0,Baltimore,MD
MapReduce,0.78125,29.6296296296,8.33333333333,30,Dallas,TX
Excel,26.8382352941,8.40336134454,10,8.92857142857,Boston,MA
Java,8.47457627119,47.3684210526,30.7692307692,33.3333333333,Arlington,TX
ZooKeeper,3.1746031746,0,0,0,Aurora,CO
SQL,35.2517985612,29.7297297297,71.4285714286,40,Atlanta,GA
Python,12.7659574468,26.6666666667,0,42.8571428571,Boulder,CO
MongoDB,2.34375,3.7037037037,12.5,0,Dallas,TX
Spark,0,25,0,100,St. Paul,MN
Scala,1.5503875969,11.3989637306,8.33333333333,21.7821782178,San Jose,CA
Perl,0.468384074941,3.33333333333,6.08695652174,6.34920634921,Jersey,NJ
Excel,48.6486486486,0,10,33.3333333333,SanDiego,CA
JavaScript,3.0701754386,5.92885375494,16.2162162162,9.3567251462,San Francisco,CA
R,20.4081632653,51.9313304721,10.6382978723,12.9770992366,Fremont,CA
SAS,12.5925925926,32.3529411765,0,21.4285714286,Anaheim,CA
C++,0.78125,11.1111111111,4.16666666667,0,Dallas,TX
Flume,0,0,6.08695652174,3.1746031746,Jersey,NJ
MapReduce,0.468384074941,8.33333333333,5.21739130435,14.2857142857,Jersey,NJ
Hive,4.51612903226,17.6470588235,8,31.4285714286,LongBeach,CA
Python,20.1550387597,46.6321243523,22.2222222222,38.6138613861,San Jose,CA
Matlab,0.847457627119,26.3157894737,0,0,Arlington,TX
Hadoop,10.15625,48.1481481481,50,60,Dallas,TX
Shark,0,5.26315789474,0,33.3333333333,Arlington,TX
Cassandra,0,14.2857142857,0,100,Irvine,CA
SPSS,4.13793103448,22.5806451613,0,0,Irving,TX
Ruby,4.04411764706,2.52100840336,10,5.35714285714,Boston,MA
Tableau,13.4146341463,6.34920634921,3.73831775701,2.7027027027,Washington,DC
R,17.9591836735,40,8.88888888889,10.9756097561,Oakland,CA
NoSQL,0,16.1290322581,8.33333333333,25,Baltimore,MD
Java,3.87096774194,17.6470588235,20,40,LongBeach,CA
Flume,0,0,0,50,Chandler,AZ
Scala,0,0,0,11.1111111111,Philadelphia,PA
Hive,0,15.3846153846,0,100,Santa Ana,CA
HBase,0,0,0,100,Santa Ana,CA
Python,15.8163265306,48.4978540773,17.0212765957,44.2748091603,Fremont,CA
Perl,5.26315789474,3.22580645161,0,18.1818181818,Denver,CO
D3,0,1.68067226891,0,0,Boston,MA
Tableau,6.66666666667,14.7058823529,9.09090909091,0,Anaheim,CA
R,14.406779661,78.9473684211,23.0769230769,0,Arlington,TX
Matlab,0.552486187845,19.5652173913,0,2.43902439024,Los Angeles,CA
SPSS,4.20353982301,7.17131474104,0.833333333333,0.806451612903,New York,NY
Shark,0,0,0,5.71428571429,LongBeach,CA
Scala,0,14.8148148148,20.8333333333,0,Dallas,TX
ZooKeeper,0,0,12.5,0,Dallas,TX
Scala,2.34192037471,9.58333333333,6.08695652174,21.4285714286,Jersey,NJ
R,13.7195121951,34.3915343915,5.60747663551,8.10810810811,Washington,DC
Mahout,0,0.833333333333,5.21739130435,6.34920634921,Jersey,NJ
SAS,14.6341463415,40,0,0,Chandler,AZ
D3.js,2.88461538462,0,0,0,Garland,TX
Perl,0.970873786408,5.28169014085,8.62068965517,5.97014925373,Newark,NJ
Excel,22.7272727273,0,0,25,Scottsdale,AZ
SAS,9.18367346939,11.5879828326,4.25531914894,1.52671755725,Fremont,CA
NoSQL,1.5873015873,3.33333333333,40,25,Aurora,CO
Spark,3.125,11.1111111111,20.8333333333,40,Dallas,TX
SPSS,4.97237569061,6.52173913043,0,0,Los Angeles,CA
Spark,0,31.25,38.8888888889,15,Austin,TX
Pig,7.03125,22.2222222222,16.6666666667,20,Dallas,TX
D3,0,1.03626943005,0,0,San Jose,CA
Java,9.25925925926,17.3913043478,42.8571428571,100,St. Louis,MO
Cassandra,0,0,25,33.3333333333,Mesa,AZ
SQL,34.0425531915,26.6666666667,100,42.8571428571,Boulder,CO
Cassandra,0,0,33.3333333333,66.6666666667,Glendale,AZ
Spark,4.13793103448,9.67741935484,24.2424242424,40,Irving,TX
C++,0,4.34782608696,0,0,St. Louis,MO
R,5.03597122302,56.7567567568,0,13.3333333333,Atlanta,GA
Excel,42.3076923077,22.2222222222,0,30,Garland,TX
SPSS,4.59183673469,5.15021459227,0,0,Fremont,CA
SQL,39.4736842105,0,0,0,Gilbert,AZ
Excel,24.3243243243,0,0,100,St. Paul,MN
Java,0,16.1290322581,20,66.6666666667,Philadelphia,PA
Excel,42.7586206897,19.3548387097,3.0303030303,30,Irving,TX
Perl,0,14.8148148148,11.1111111111,0,Garland,TX
ZooKeeper,0,0,0,8.10810810811,Washington,DC
JavaScript,8.28729281768,8.69565217391,7.69230769231,9.75609756098,Los Angeles,CA
MongoDB,0.961538461538,3.7037037037,16.6666666667,0,Garland,TX
SQL,45.3125,55.5555555556,29.1666666667,40,Dallas,TX
Pig,0,0,33.3333333333,33.3333333333,Glendale,AZ
Ruby,6.32911392405,25.8064516129,0,25,Baltimore,MD
MongoDB,0.242718446602,6.33802816901,6.03448275862,17.1641791045,Newark,NJ
Spark,0,23.5294117647,4,42.8571428571,LongBeach,CA
Oozie,0.442477876106,0,2.5,0.806451612903,New York,NY
ZooKeeper,0,0,2.12765957447,0,Chicago,IL
SPSS,5.76923076923,3.54609929078,0,0,Seattle,WA
R,6.12244897959,51.6129032258,13.3333333333,11.1111111111,Philadelphia,PA
Pig,0,6.25,38.8888888889,25,Austin,TX
Spark,3.1007751938,17.0984455959,30.5555555556,46.5346534653,San Jose,CA
Excel,38.1733021077,12.9166666667,6.95652173913,3.1746031746,Jersey,NJ
SAS,1.85185185185,17.3913043478,0,0,St. Louis,MO
Tableau,11.8421052632,6.45161290323,0,0,Denver,CO
C++,0,3.22580645161,0,0,Philadelphia,PA
Tableau,10.5263157895,20,0,0,Gilbert,AZ
Scala,1.5873015873,3.33333333333,0,0,Aurora,CO
Shark,0,0.37037037037,0,1.21951219512,Oakland,CA
Cassandra,0,16.1290322581,0,0,Baltimore,MD
Perl,1.02040816327,5.15021459227,0,11.4503816794,Fremont,CA
Perl,1.10497237569,13.0434782609,0,21.9512195122,Los Angeles,CA
Python,10.8108108108,62.5,38.8888888889,20,Austin,TX
Python,10.5769230769,59.2592592593,16.6666666667,20,Garland,TX
D3.js,0,0.796812749004,0,0,New York,NY
Excel,35.8407079646,12.7490039841,7.5,3.22580645161,New York,NY
MapReduce,0,5.88235294118,20,66.6666666667,SanDiego,CA
Tableau,14.4230769231,2.83687943262,0,7.14285714286,Seattle,WA
Python,1.85185185185,43.4782608696,0,0,St. Louis,MO
MapReduce,0,4.34782608696,0,0,St. Louis,MO
SAS,11.5853658537,20.6349206349,1.8691588785,2.7027027027,Washington,DC
D3.js,0,2.5641025641,0,0,Chicago,IL
Perl,6.3829787234,3.33333333333,0,28.5714285714,Boulder,CO
MapReduce,0,0,0,100,St. Paul,MN
Matlab,1.40515222482,10.8333333333,0.869565217391,0.793650793651,Jersey,NJ
R,13.28125,55.5555555556,4.16666666667,10,Dallas,TX
JavaScript,7.31707317073,0,0,0,Chandler,AZ
Hive,0,4.34782608696,42.8571428571,100,St. Louis,MO
SQL,44.9152542373,78.9473684211,23.0769230769,0,Arlington,TX
SAS,10.6060606061,50,0,0,Minneapolis,MN
C++,0.729927007299,10.2564102564,2.12765957447,2.22222222222,Chicago,IL
HBase,0,16.6666666667,0,33.3333333333,Mesa,AZ
Pig,0.77519379845,12.9533678756,25,12.8712871287,San Jose,CA
Python,0,60,0,0,Phoenix,AZ
Ruby,0,0,8.33333333333,0,Minneapolis,MN
SPSS,0,7.69230769231,0,0,Santa Ana,CA
Shark,0,0,0,50,Chandler,AZ
Spark,2.87769784173,21.6216216216,0,33.3333333333,Atlanta,GA
Hive,3.31491712707,15.2173913043,7.69230769231,24.3902439024,Los Angeles,CA
C++,3.87596899225,15.0259067358,13.8888888889,10.8910891089,San Jose,CA
Shark,0,11.1111111111,0,10,Garland,TX
Spark,1.54867256637,10.7569721116,12.5,31.4516129032,New York,NY
Flume,0,5.26315789474,0,0,Arlington,TX
Python,8.92857142857,46.1538461538,15,30,Plano,TX
SAS,7.962529274,15.8333333333,7.82608695652,1.5873015873,Jersey,NJ
Scala,0,8.82352941176,0,0,Anaheim,CA
JavaScript,5.18518518519,5.88235294118,0,7.14285714286,Anaheim,CA
Spark,5.08474576271,10.5263157895,15.3846153846,33.3333333333,Arlington,TX
Spark,3.57142857143,7.69230769231,25,40,Plano,TX
Java,2.27272727273,21.4285714286,0,100,Irvine,CA
Matlab,1.5873015873,6.66666666667,0,0,Aurora,CO
Oozie,0,0,0,5.35714285714,Seattle,WA
Perl,0,14.8148148148,4.16666666667,10,Dallas,TX
Excel,23.9795918367,4.72103004292,4.25531914894,5.34351145038,Fremont,CA
SAS,6.57894736842,12.9032258065,0,0,Denver,CO
Mahout,0,13.5135135135,0,0,Atlanta,GA
Ruby,0,3.92156862745,0,8.57142857143,LongBeach,CA
NoSQL,0.961538461538,29.6296296296,33.3333333333,0,Garland,TX
C++,0,0,4.16666666667,0,Minneapolis,MN
D3.js,0.847457627119,0,0,0,Arlington,TX
SQL,43.2692307692,66.6666666667,27.7777777778,50,Garland,TX
Tableau,8.10810810811,0,20,0,SanDiego,CA
Java,2.22222222222,33.3333333333,66.6666666667,66.6666666667,Glendale,AZ
Pig,1.02040816327,16.7381974249,17.0212765957,17.5572519084,Fremont,CA
SPSS,4.85436893204,5.28169014085,0.862068965517,0,Newark,NJ
Mahout,0,5.88235294118,0,0,LongBeach,CA
Shark,0,1.03626943005,2.77777777778,0,San Jose,CA
C++,13.9240506329,9.67741935484,0,25,Baltimore,MD
Pig,9.375,33.3333333333,0,16.6666666667,Columbus,OH
NoSQL,0,0,50,15,Austin,TX
Shark,0,0,0,10,Austin,TX
Scala,2.20588235294,14.2857142857,0,3.57142857143,Boston,MA
NoSQL,1.31578947368,3.22580645161,37.5,27.2727272727,Denver,CO
SAS,10.2189781022,16.6666666667,4.25531914894,6.66666666667,Chicago,IL
MapReduce,0,8.69565217391,5.40540540541,13.4502923977,San Francisco,CA
Hive,1.31578947368,16.1290322581,0,18.1818181818,Denver,CO
C++,0,13.475177305,0,1.78571428571,Seattle,WA
Matlab,4.38596491228,14.6245059289,0,2.33918128655,San Francisco,CA
Perl,0,20,0,0,Phoenix,AZ
Shark,0,0,0,1.5873015873,Jersey,NJ
NoSQL,0.702576112412,7.5,19.1304347826,25.3968253968,Jersey,NJ
Tableau,17.7777777778,33.3333333333,33.3333333333,0,Glendale,AZ
JavaScript,9.09090909091,25,8.33333333333,0,Minneapolis,MN
Cassandra,0,0,0,14.2857142857,Boulder,CO
Spark,0,23.5294117647,40,0,SanDiego,CA
JavaScript,7.69230769231,0,0,20,Garland,TX
MongoDB,3.0701754386,3.16205533597,13.5135135135,7.60233918129,San Francisco,CA
Flume,0,0,0,33.3333333333,Phoenix,AZ
Matlab,1.45631067961,17.2535211268,0.862068965517,0,Newark,NJ
Oozie,0.892857142857,0,15,0,Plano,TX
Excel,29.7872340426,0,0,14.2857142857,Boulder,CO
Hadoop,0,40,50,100,Chandler,AZ
Tableau,5.1724137931,15.3846153846,0,0,Santa Ana,CA
Flume,0,1.97628458498,2.7027027027,1.16959064327,San Francisco,CA
Perl,15.1898734177,22.5806451613,8.33333333333,0,Baltimore,MD
Excel,38.3495145631,9.15492957746,5.1724137931,3.73134328358,Newark,NJ
Flume,0,0,15,0,Plano,TX
D3,0,1.96078431373,0,0,LongBeach,CA
Shark,0,0,0,11.1111111111,Philadelphia,PA
Ruby,9.375,0,0,0,Columbus,OH
Shark,0,0,0,100,Santa Ana,CA
Shark,0,11.1111111111,0,10,Dallas,TX
Spark,4.80769230769,13.475177305,21.4285714286,31.25,Seattle,WA
Spark,4.08163265306,18.4549356223,21.2765957447,43.5114503817,Fremont,CA
C++,1.10497237569,2.17391304348,0,4.87804878049,Los Angeles,CA
Spark,0,20,0,100,Gilbert,AZ
Matlab,1.31578947368,6.45161290323,0,0,Denver,CO
Hive,2.55102040816,19.7424892704,23.4042553191,25.9541984733,Fremont,CA
NoSQL,0.78125,25.9259259259,41.6666666667,0,Dallas,TX
Hive,4.08163265306,21.4814814815,20,26.2195121951,Oakland,CA
Java,2.1897810219,17.9487179487,25.5319148936,42.2222222222,Chicago,IL
NoSQL,0,5.88235294118,60,0,SanDiego,CA
SPSS,2.54237288136,15.7894736842,3.84615384615,0,Arlington,TX
MongoDB,0,0,9.09090909091,7.14285714286,Anaheim,CA
D3.js,0,7.8431372549,0,0,LongBeach,CA
JavaScript,8.03571428571,0,0,20,Plano,TX
Scala,0,14.2857142857,0,0,Irvine,CA
SQL,44.1988950276,45.652173913,53.8461538462,48.7804878049,Los Angeles,CA
Scala,0,13.4387351779,2.7027027027,21.6374269006,San Francisco,CA
Cassandra,0,0,14.8936170213,20,Chicago,IL
Pig,5.93220338983,26.3157894737,0,33.3333333333,Arlington,TX
Perl,0,7.69230769231,10,10,Plano,TX
MongoDB,0,2.83687943262,0,7.14285714286,Seattle,WA
Excel,28.8461538462,10.6382978723,7.14285714286,8.03571428571,Seattle,WA
HBase,0.242718446602,1.76056338028,12.0689655172,13.4328358209,Newark,NJ
MongoDB,0,25,9.09090909091,0,St. Paul,MN
MapReduce,0.728155339806,5.98591549296,4.31034482759,14.1791044776,Newark,NJ
Oozie,0,0,11.1111111111,10,Austin,TX
Shark,0,1.28205128205,0,2.22222222222,Chicago,IL
Python,3.31491712707,43.4782608696,11.5384615385,58.5365853659,Los Angeles,CA
Scala,0,4.34782608696,42.8571428571,100,St. Louis,MO
Ruby,2.04081632653,3.00429184549,2.12765957447,9.92366412214,Fremont,CA
Java,6.09756097561,23.2804232804,21.4953271028,47.2972972973,Washington,DC
Hive,5.26315789474,24.9011857708,13.5135135135,20.4678362573,San Francisco,CA
Spark,2.19298245614,26.4822134387,10.8108108108,36.8421052632,San Francisco,CA
Flume,0,0,14.2857142857,5.35714285714,Seattle,WA
NoSQL,1.69491525424,26.3157894737,11.5384615385,0,Arlington,TX
Scala,1.45631067961,7.74647887324,6.89655172414,19.4029850746,Newark,NJ
Cassandra,0.847457627119,21.0526315789,11.5384615385,33.3333333333,Arlington,TX
R,14.0740740741,32.3529411765,4.54545454545,14.2857142857,Anaheim,CA
D3,0.729927007299,5.12820512821,0,0,Chicago,IL
R,15.1724137931,70.9677419355,18.1818181818,10,Irving,TX
Pig,2.63157894737,12.9032258065,0,18.1818181818,Denver,CO
SPSS,2.22222222222,16.6666666667,0,0,Glendale,AZ
MongoDB,0,0,8.33333333333,0,Minneapolis,MN
